Date,Branch,Shift,Inflow_m3,Outflow_m3,Backwashing_m3,Non_Revenue_Pct,Revenue_Water_m3,Loss_m3,Total_Production_Cost_RWF,Water_Revenue_RWF,Net_Profit_RWF,Recorded_By,pH_Level,Turbidity_NTU,Temperature,Chlorine_mgL,Nitrate_mgL,Efficiency_%
2023-10-16,NZOVE,Day,90097.1,66391.4,2028.0,10,57724.3,23705.7,2727915.0,44332263.0,41604348.0,system_historical,7.42,1.93,22.24,0.37,35.33,73.7
2023-10-16,NZOVE,Night,79857.7,60889.4,2633.6,10,52166.8,18968.3,2418972.0,40064115.0,37645143.0,system_historical,7.25,3.69,23.19,0.39,30.31,76.2
2023-10-17,NZOVE,Day,81046.1,65620.6,2435.2,10,56623.4,15425.5,2558196.0,43486772.0,40928575.0,system_historical,7.03,4.32,21.47,0.32,15.34,81.0
2023-10-17,NZOVE,Night,77412.4,63880.8,2537.9,10,54954.8,13531.6,2082256.0,42205316.0,40123059.0,system_historical,7.29,4.28,18.01,0.32,30.83,82.5
2023-10-18,NZOVE,Day,91025.2,72882.3,2865.9,10,62728.2,18142.9,2444078.0,48175284.0,45731206.0,system_historical,7.21,2.36,20.21,0.4,20.88,80.1
2023-10-18,NZOVE,Night,80130.5,62557.8,2454.5,10,53847.5,17572.8,2416100.0,41354864.0,38938764.0,system_historical,6.96,4.13,20.69,0.39,27.44,78.1
2023-10-19,NZOVE,Day,90043.5,72015.1,3238.7,10,61574.9,18028.4,2826592.0,47289521.0,44462929.0,system_historical,7.27,1.74,22.58,0.37,30.04,80.0
2023-10-19,NZOVE,Night,77722.8,58726.9,2103.9,10,50750.3,18995.9,2210842.0,38976226.0,36765384.0,system_historical,7.23,1.6,22.95,0.38,29.0,75.6
2023-10-20,NZOVE,Day,80544.8,62579.9,2380.5,10,53941.4,17964.9,2338457.0,41427001.0,39088544.0,system_historical,7.11,1.97,20.55,0.26,22.6,77.7
2023-10-20,NZOVE,Night,76274.6,56990.0,2006.5,10,49284.5,19284.5,2410262.0,37850506.0,35440244.0,system_historical,7.17,2.37,23.83,0.4,41.79,74.7
2023-10-21,NZOVE,Day,80681.0,64478.4,3028.7,10,55001.9,16202.6,2457907.0,42241435.0,39783528.0,system_historical,7.35,1.9,18.25,0.37,35.22,79.9
2023-10-21,NZOVE,Night,77510.4,58281.9,2785.2,10,49668.6,19228.4,1968306.0,38145474.0,36177168.0,system_historical,7.47,3.1,19.38,0.26,30.49,75.2
2023-10-22,NZOVE,Day,86229.5,64760.1,2160.4,10,56123.7,21469.4,2583598.0,43102999.0,40519402.0,system_historical,6.88,3.15,18.62,0.34,16.44,75.1
2023-10-22,NZOVE,Night,87829.8,67665.4,2534.4,10,58364.5,20164.3,2271289.0,44823907.0,42552617.0,system_historical,7.1,4.23,19.03,0.29,35.7,77.0
2023-10-23,NZOVE,Day,88212.0,71618.1,2671.6,10,61784.6,16593.9,2537936.0,47450610.0,44912674.0,system_historical,6.91,1.92,21.13,0.38,44.27,81.2
2023-10-23,NZOVE,Night,90324.1,70274.5,3467.6,10,59779.4,20049.7,2320077.0,45910565.0,43590488.0,system_historical,7.27,2.65,20.11,0.39,28.01,77.8
2023-10-24,NZOVE,Day,78017.6,64955.2,2531.4,10,55928.2,13062.4,2216621.0,42952892.0,40736271.0,system_historical,7.43,3.18,22.41,0.41,17.22,83.3
2023-10-24,NZOVE,Night,89310.0,67974.8,2898.4,10,58278.9,21335.2,2922892.0,44758231.0,41835339.0,system_historical,7.24,1.93,23.07,0.38,25.58,76.1
2023-10-25,NZOVE,Day,83898.6,67409.0,2212.0,10,58456.2,16489.5,2406607.0,44894335.0,42487728.0,system_historical,7.02,2.53,19.12,0.26,23.37,80.3
2023-10-25,NZOVE,Night,82628.0,65660.4,2134.1,10,56960.3,16967.6,2241088.0,43745508.0,41504420.0,system_historical,7.26,3.11,20.9,0.28,28.75,79.5
2023-10-26,NZOVE,Day,83829.4,68447.0,2454.9,10,59147.4,15382.4,2086907.0,45425171.0,43338265.0,system_historical,6.93,3.24,19.24,0.35,33.98,81.7
2023-10-26,NZOVE,Night,86940.5,71740.4,3585.3,10,60981.1,15200.1,2793489.0,46833458.0,44039969.0,system_historical,6.84,1.92,22.87,0.3,22.8,82.5
2023-10-27,NZOVE,Day,89018.9,66422.6,3107.9,10,56672.4,22596.3,2519946.0,43524378.0,41004433.0,system_historical,6.9,3.07,23.29,0.36,29.32,74.6
2023-10-27,NZOVE,Night,77514.1,61031.4,2975.1,10,51953.2,16482.7,2184488.0,39900033.0,37715545.0,system_historical,6.94,3.36,23.93,0.39,44.38,78.7
2023-10-28,NZOVE,Day,81354.8,67092.0,3172.5,10,57210.3,14262.8,2446531.0,43937526.0,41490996.0,system_historical,7.35,4.25,19.94,0.28,44.72,82.5
2023-10-28,NZOVE,Night,85706.7,69541.7,2765.5,10,59822.1,16165.0,2591667.0,45943343.0,43351677.0,system_historical,6.85,4.06,20.27,0.3,35.07,81.1
2023-10-29,NZOVE,Day,75037.0,58544.8,1906.2,10,50784.1,16492.2,2585510.0,39002208.0,36416698.0,system_historical,7.09,3.57,19.01,0.3,26.14,78.0
2023-10-29,NZOVE,Night,81140.4,67464.1,2161.8,10,58555.8,13676.4,2142002.0,44970893.0,42828891.0,system_historical,7.07,1.8,18.19,0.41,19.96,83.1
2023-10-30,NZOVE,Day,90718.6,70364.9,3331.9,10,59996.5,20353.7,2407802.0,46077315.0,43669513.0,system_historical,7.01,2.18,19.74,0.39,44.5,77.6
2023-10-30,NZOVE,Night,88534.6,71085.0,3332.2,10,60644.3,17449.5,2233685.0,46574837.0,44341152.0,system_historical,7.18,3.72,23.76,0.36,34.26,80.3
2023-10-31,NZOVE,Day,78399.2,58289.9,2442.4,10,50018.5,20109.3,1971989.0,38414185.0,36442196.0,system_historical,7.44,2.97,20.1,0.26,44.06,74.4
2023-10-31,NZOVE,Night,84938.0,65828.8,2832.0,10,56413.9,19109.2,2548340.0,43325866.0,40777526.0,system_historical,7.1,4.13,23.1,0.33,34.08,77.5
2023-11-01,NZOVE,Day,86923.9,65235.0,2063.7,10,56647.7,21689.0,2244929.0,43505461.0,41260532.0,system_historical,6.89,2.53,23.02,0.42,27.31,75.0
2023-11-01,NZOVE,Night,87264.3,72891.8,2447.2,10,63155.5,14372.4,2259981.0,48503391.0,46243409.0,system_historical,7.46,1.78,21.69,0.37,40.24,83.5
2023-11-02,NZOVE,Day,91086.1,73734.7,2991.5,10,63369.7,17351.5,2485285.0,48667940.0,46182655.0,system_historical,7.18,2.39,23.0,0.3,23.45,81.0
2023-11-02,NZOVE,Night,79514.8,65958.5,2592.4,10,56770.2,13556.2,2217464.0,43599551.0,41382087.0,system_historical,7.18,1.69,22.81,0.28,26.02,83.0
2023-11-03,NZOVE,Day,85399.9,68134.6,3095.1,10,58226.0,17265.3,2557966.0,44717556.0,42159590.0,system_historical,7.4,2.9,19.72,0.41,25.39,79.8
2023-11-03,NZOVE,Night,88449.2,73788.1,2287.3,10,64121.9,14661.1,2532562.0,49245648.0,46713086.0,system_historical,6.89,2.79,23.36,0.4,42.0,83.4
2023-11-04,NZOVE,Day,80372.1,66012.4,2547.9,10,56863.3,14359.6,2335356.0,43671038.0,41335683.0,system_historical,6.82,3.63,22.46,0.39,17.53,82.1
2023-11-04,NZOVE,Night,77932.5,64841.2,2982.1,10,55375.0,13091.3,2479032.0,42528018.0,40048986.0,system_historical,7.23,3.76,22.81,0.37,36.88,83.2
2023-11-05,NZOVE,Day,79723.2,61310.2,1999.6,10,53179.6,18413.0,2091040.0,40841910.0,38750870.0,system_historical,7.46,4.22,19.86,0.26,22.11,76.9
2023-11-05,NZOVE,Night,77098.0,61288.8,2122.9,10,53037.0,15809.2,2286500.0,40732418.0,38445917.0,system_historical,7.0,4.31,20.35,0.4,20.14,79.5
2023-11-06,NZOVE,Day,83346.1,69570.8,2497.3,10,60116.5,13775.3,2540173.0,46169453.0,43629280.0,system_historical,7.03,2.38,18.96,0.42,16.47,83.5
2023-11-06,NZOVE,Night,88946.0,66628.3,3140.0,10,56825.5,22317.6,2709897.0,43642005.0,40932107.0,system_historical,7.4,4.14,21.34,0.44,37.93,74.9
2023-11-07,NZOVE,Day,77643.2,64604.2,3206.1,10,54937.7,13039.0,2423734.0,42192125.0,39768392.0,system_historical,7.18,3.48,22.1,0.43,29.11,83.2
2023-11-07,NZOVE,Night,84008.3,70129.2,2863.9,10,60252.4,13879.1,2187253.0,46273862.0,44086609.0,system_historical,7.28,2.95,20.55,0.36,20.58,83.5
2023-11-08,NZOVE,Day,84727.3,70353.8,3258.1,10,60060.3,14373.5,2795803.0,46126343.0,43330540.0,system_historical,6.9,3.5,22.33,0.31,25.5,83.0
2023-11-08,NZOVE,Night,79571.1,63975.1,2502.9,10,55074.7,15596.0,2349654.0,42297336.0,39947681.0,system_historical,6.96,4.09,23.59,0.33,42.42,80.4
2023-11-09,NZOVE,Day,82767.4,68143.6,2151.2,10,59178.1,14623.8,2194329.0,45448784.0,43254455.0,system_historical,7.21,4.1,22.52,0.35,15.31,82.3
2023-11-09,NZOVE,Night,82652.2,65484.2,3182.5,10,55753.3,17168.0,2630401.0,42818537.0,40188136.0,system_historical,7.05,3.41,18.12,0.39,18.09,79.2
2023-11-10,NZOVE,Day,82811.6,67321.3,3094.1,10,57495.1,15490.3,2349024.0,44156213.0,41807189.0,system_historical,7.36,4.1,22.98,0.28,29.48,81.3
2023-11-10,NZOVE,Night,76378.0,57653.0,2709.1,10,49178.7,18724.9,1991013.0,37769207.0,35778194.0,system_historical,6.85,3.01,18.96,0.35,20.98,75.5
2023-11-11,NZOVE,Day,86804.4,72043.2,3177.6,10,61661.2,14761.2,2480972.0,47355829.0,44874857.0,system_historical,7.35,2.72,22.87,0.37,28.97,83.0
2023-11-11,NZOVE,Night,78155.0,63889.8,2012.4,10,55488.5,14265.2,2149602.0,42615133.0,40465531.0,system_historical,7.22,3.81,20.67,0.27,31.91,81.7
2023-11-12,NZOVE,Day,81583.6,67286.4,2125.7,10,58432.0,14297.1,2027069.0,44875809.0,42848740.0,system_historical,6.94,2.22,18.8,0.36,26.84,82.5
2023-11-12,NZOVE,Night,80672.4,65710.8,2389.2,10,56750.5,14961.7,2235052.0,43584377.0,41349326.0,system_historical,6.88,3.03,22.1,0.26,34.59,81.5
2023-11-13,NZOVE,Day,83956.8,66058.8,2107.0,10,57346.0,17898.0,2323014.0,44041691.0,41718677.0,system_historical,6.88,4.34,18.57,0.43,36.94,78.7
2023-11-13,NZOVE,Night,75845.4,60587.8,2718.5,10,51810.5,15257.6,1987376.0,39790462.0,37803087.0,system_historical,7.26,4.3,21.92,0.44,41.46,79.9
2023-11-14,NZOVE,Day,89403.0,73404.3,3192.9,10,62870.9,15998.7,2328234.0,48284863.0,45956629.0,system_historical,7.18,4.33,20.15,0.27,30.66,82.1
2023-11-14,NZOVE,Night,83624.4,63348.5,3026.5,10,53987.2,20275.9,2207740.0,41462143.0,39254403.0,system_historical,7.42,3.23,18.72,0.39,34.4,75.8
2023-11-15,NZOVE,Day,77260.8,58207.3,1847.8,10,50538.8,19053.6,2417861.0,38813778.0,36395917.0,system_historical,7.4,4.36,21.18,0.37,15.52,75.3
2023-11-15,NZOVE,Night,91054.7,74563.2,2265.6,10,64841.3,16491.5,2257256.0,49798086.0,47540830.0,system_historical,6.88,3.78,19.23,0.42,40.8,81.9
2023-11-16,NZOVE,Day,90291.7,72330.6,2476.0,10,62621.5,17961.1,2450113.0,48093283.0,45643170.0,system_historical,7.03,2.27,21.51,0.3,20.02,80.1
2023-11-16,NZOVE,Night,77364.0,62339.9,1959.8,10,54146.1,15024.2,2132514.0,41584192.0,39451678.0,system_historical,7.26,3.25,22.52,0.38,42.28,80.6
2023-11-17,NZOVE,Day,89079.2,74093.1,2666.4,10,64017.4,14986.1,2546546.0,49165333.0,46618787.0,system_historical,7.32,3.88,20.9,0.41,23.24,83.2
2023-11-17,NZOVE,Night,83091.9,63404.2,2593.6,10,54470.2,19687.7,2554048.0,41833109.0,39279061.0,system_historical,6.93,2.32,19.68,0.25,34.6,76.3
2023-11-18,NZOVE,Day,86413.3,66977.2,2238.2,10,58041.3,19436.1,2176206.0,44575681.0,42399475.0,system_historical,7.03,4.23,19.39,0.43,42.34,77.5
2023-11-18,NZOVE,Night,77510.1,63221.5,2628.4,10,54270.9,14288.7,2499473.0,41680042.0,39180569.0,system_historical,6.82,3.31,21.31,0.26,15.74,81.6
2023-11-19,NZOVE,Day,83833.4,69587.6,3359.7,10,59269.2,14245.8,2313792.0,45518727.0,43204935.0,system_historical,6.94,2.08,19.05,0.34,35.55,83.0
2023-11-19,NZOVE,Night,77615.1,58080.1,2890.9,10,49381.2,19534.9,2471983.0,37924779.0,35452796.0,system_historical,7.46,3.94,18.92,0.41,29.19,74.8
2023-11-20,NZOVE,Day,89807.5,72971.4,3247.9,10,62426.3,16836.1,2566120.0,47943437.0,45377317.0,system_historical,7.37,3.71,20.08,0.26,35.58,81.3
2023-11-20,NZOVE,Night,84638.8,64814.7,2933.5,10,55399.7,19824.1,2558093.0,42546978.0,39988885.0,system_historical,7.5,1.6,18.76,0.3,22.06,76.6
2023-11-21,NZOVE,Day,74772.1,62286.0,2626.5,10,53430.8,12486.1,2118126.0,41034890.0,38916764.0,system_historical,7.29,3.0,23.37,0.37,29.15,83.3
2023-11-21,NZOVE,Night,89227.1,68931.1,2565.3,10,59472.6,20296.0,2656712.0,45674990.0,43018278.0,system_historical,7.08,4.22,20.38,0.26,16.85,77.3
2023-11-22,NZOVE,Day,87036.3,64253.9,2852.9,10,54975.6,22782.3,2443407.0,42221289.0,39777882.0,system_historical,7.23,1.85,21.12,0.26,29.75,73.8
2023-11-22,NZOVE,Night,86612.6,69346.4,2946.1,10,59465.7,17266.2,2722102.0,45669633.0,42947532.0,system_historical,7.15,2.23,18.99,0.44,41.18,80.1
2023-11-23,NZOVE,Day,77413.7,62378.0,2634.8,10,53505.4,15035.7,2548899.0,41092116.0,38543216.0,system_historical,7.29,1.99,18.83,0.28,18.14,80.6
2023-11-23,NZOVE,Night,84824.7,64120.2,2543.3,10,55164.8,20704.5,2556665.0,42366575.0,39809909.0,system_historical,7.08,2.78,20.71,0.31,39.71,75.6
2023-11-24,NZOVE,Day,82831.1,62615.6,2783.4,10,53570.6,20215.5,2507053.0,41142258.0,38635205.0,system_historical,6.92,4.14,23.18,0.44,35.44,75.6
2023-11-24,NZOVE,Night,90781.3,75560.1,3056.9,10,64947.2,15221.2,2181150.0,49879477.0,47698327.0,system_historical,7.2,1.58,21.61,0.34,30.51,83.2
2023-11-25,NZOVE,Day,90643.1,71976.0,2811.7,10,61966.7,18667.1,2637737.0,47590459.0,44952722.0,system_historical,7.44,1.79,20.52,0.36,17.4,79.4
2023-11-25,NZOVE,Night,85843.0,68455.8,2848.2,10,58762.1,17387.2,2375308.0,45129270.0,42753962.0,system_historical,7.36,1.71,18.62,0.32,17.12,79.7
2023-11-26,NZOVE,Day,87910.1,65964.4,2376.3,10,56991.7,21945.6,2593253.0,43769601.0,41176349.0,system_historical,6.89,2.48,21.36,0.32,38.35,75.0
2023-11-26,NZOVE,Night,88262.9,72075.8,3407.3,10,61460.9,16187.1,2080273.0,47201977.0,45121705.0,system_historical,7.12,2.05,18.89,0.37,41.62,81.7
2023-11-27,NZOVE,Day,84163.2,65117.4,2136.0,10,56469.7,19045.8,2325649.0,43368731.0,41043082.0,system_historical,6.83,1.59,22.22,0.26,38.96,77.4
2023-11-27,NZOVE,Night,74748.9,59042.3,2766.6,10,50371.5,15706.6,2096595.0,38685303.0,36588708.0,system_historical,7.31,4.12,22.16,0.29,39.07,79.0
2023-11-28,NZOVE,Day,77374.0,60007.6,2346.9,10,51660.0,17366.4,2509449.0,39674849.0,37165400.0,system_historical,7.12,4.5,23.75,0.42,19.76,77.6
2023-11-28,NZOVE,Night,78733.4,58278.1,2693.4,10,49756.9,20455.3,2270311.0,38213301.0,35942990.0,system_historical,7.34,2.16,21.76,0.43,41.29,74.0
2023-11-29,NZOVE,Day,81519.3,63586.4,2273.2,10,54954.5,17932.9,2419452.0,42205089.0,39785638.0,system_historical,7.38,2.41,23.65,0.32,36.54,78.0
2023-11-29,NZOVE,Night,86584.9,68487.2,2589.2,10,59049.3,18097.7,2264227.0,45349895.0,43085668.0,system_historical,7.21,3.56,20.65,0.34,37.73,79.1
2023-11-30,NZOVE,Day,83907.5,66473.9,3232.5,10,56594.0,17433.6,2510570.0,43464196.0,40953626.0,system_historical,7.2,3.12,19.0,0.29,39.91,79.2
2023-11-30,NZOVE,Night,89743.7,70088.1,3097.4,10,59981.9,19655.6,2249555.0,46066130.0,43816575.0,system_historical,7.29,3.25,21.34,0.27,35.69,78.1
2023-12-01,NZOVE,Day,83429.3,65569.3,2984.8,10,56027.6,17860.0,2308600.0,43029165.0,40720566.0,system_historical,7.22,2.5,22.69,0.31,32.53,78.6
2023-12-01,NZOVE,Night,86161.4,65335.6,2665.9,10,56136.2,20825.8,2821729.0,43112591.0,40290862.0,system_historical,7.35,2.11,21.44,0.29,22.65,75.8
2023-12-02,NZOVE,Day,86111.5,66726.1,3229.9,10,56823.6,19385.4,2524096.0,43640539.0,41116443.0,system_historical,7.33,1.59,23.11,0.4,45.0,77.5
2023-12-02,NZOVE,Night,84591.5,63338.7,2784.8,10,54220.1,21252.8,2392104.0,41641014.0,39248909.0,system_historical,6.88,3.08,20.2,0.3,28.9,74.9
2023-12-03,NZOVE,Day,77756.9,64288.3,2986.6,10,54872.8,13468.6,2460558.0,42142318.0,39681760.0,system_historical,7.34,3.2,22.53,0.31,25.61,82.7
2023-12-03,NZOVE,Night,87663.0,68792.1,3008.8,10,58904.0,18871.0,2348041.0,45238295.0,42890253.0,system_historical,6.85,2.16,22.59,0.36,29.04,78.5
2023-12-04,NZOVE,Day,89549.3,69208.5,2556.8,10,59730.8,20340.9,2625750.0,45873270.0,43247520.0,system_historical,7.48,3.11,19.54,0.33,25.67,77.3
2023-12-04,NZOVE,Night,77981.4,63245.5,2937.3,10,53983.6,14736.0,2390912.0,41459418.0,39068506.0,system_historical,7.04,3.05,18.34,0.36,18.29,81.1
2023-12-05,NZOVE,Day,83573.9,63333.3,2111.0,10,54888.9,20240.6,2377240.0,42154688.0,39777448.0,system_historical,7.2,3.89,22.26,0.31,30.44,75.8
2023-12-05,NZOVE,Night,87241.2,65457.9,2937.7,10,55974.4,21783.3,2546660.0,42988353.0,40441693.0,system_historical,7.22,4.39,22.72,0.32,15.49,75.0
2023-12-06,NZOVE,Day,83625.4,64284.7,2388.5,10,55467.7,19340.7,2244608.0,42599214.0,40354606.0,system_historical,7.33,1.56,19.44,0.32,43.64,76.9
2023-12-06,NZOVE,Night,85455.3,65964.0,2934.2,10,56433.4,19491.3,2755272.0,43340824.0,40585552.0,system_historical,7.28,1.81,21.34,0.25,37.56,77.2
2023-12-07,NZOVE,Day,89951.7,71744.7,2219.9,10,62350.4,18207.0,2463668.0,47885102.0,45421434.0,system_historical,7.19,2.24,21.42,0.44,19.31,79.8
2023-12-07,NZOVE,Night,85380.2,68079.1,2919.2,10,58352.0,17301.1,2627082.0,44814311.0,42187229.0,system_historical,7.03,3.33,23.42,0.29,16.26,79.7
2023-12-08,NZOVE,Day,91146.8,74963.4,3616.9,10,63850.2,16183.4,2956663.0,49036927.0,46080264.0,system_historical,7.2,2.37,23.98,0.32,37.06,82.2
2023-12-08,NZOVE,Night,82733.5,62104.4,2476.5,10,53417.5,20629.1,2571719.0,41024608.0,38452888.0,system_historical,7.27,2.77,18.56,0.32,18.61,75.1
2023-12-09,NZOVE,Day,77360.0,60806.0,2995.4,10,51730.1,16554.0,2522394.0,39728681.0,37206287.0,system_historical,6.91,4.46,23.24,0.27,34.31,78.6
2023-12-09,NZOVE,Night,81952.2,66999.2,2821.1,10,57478.2,14953.0,2248935.0,44143242.0,41894307.0,system_historical,7.16,2.35,18.49,0.42,23.75,81.8
2023-12-10,NZOVE,Day,91133.1,72521.2,3231.6,10,62037.4,18612.0,2717451.0,47644750.0,44927299.0,system_historical,7.35,2.99,20.45,0.38,17.12,79.6
2023-12-10,NZOVE,Night,77242.1,63953.4,2122.0,10,55436.0,13288.7,2504074.0,42574865.0,40070791.0,system_historical,7.08,3.68,20.58,0.36,41.21,82.8
2023-12-11,NZOVE,Day,84047.8,64123.2,3071.0,10,54639.9,19924.6,2704776.0,41963458.0,39258682.0,system_historical,7.48,3.93,23.86,0.28,40.49,76.3
2023-12-11,NZOVE,Night,80581.5,61147.2,2834.2,10,52198.2,19434.3,2398787.0,40088227.0,37689440.0,system_historical,7.21,3.38,19.14,0.28,44.83,75.9
2023-12-12,NZOVE,Day,83234.8,68048.0,2914.3,10,58328.9,15186.9,2460545.0,44796562.0,42336017.0,system_historical,6.91,2.86,21.3,0.3,30.71,81.8
2023-12-12,NZOVE,Night,75907.5,57635.2,2001.9,10,49869.7,18272.3,2481664.0,38299956.0,35818292.0,system_historical,7.0,3.03,22.51,0.41,41.97,75.9
2023-12-13,NZOVE,Day,86282.2,67601.0,2035.9,10,58805.0,18681.1,2381374.0,45162214.0,42780841.0,system_historical,7.48,3.13,20.6,0.33,33.87,78.3
2023-12-13,NZOVE,Night,82726.9,62211.0,2539.5,10,53450.4,20516.0,2570930.0,41049921.0,38478991.0,system_historical,7.04,3.44,20.06,0.28,23.89,75.2
2023-12-14,NZOVE,Day,89673.0,66247.4,3185.5,10,56437.2,23425.6,2276980.0,43343780.0,41066800.0,system_historical,6.93,2.69,18.46,0.38,21.15,73.9
2023-12-14,NZOVE,Night,77480.8,62838.9,2017.8,10,54537.2,14641.8,2589814.0,41884596.0,39294783.0,system_historical,7.46,2.13,18.35,0.41,30.78,81.1
2023-12-15,NZOVE,Day,85293.5,69674.1,3083.9,10,59622.7,15619.3,2416212.0,45790271.0,43374059.0,system_historical,6.97,1.54,20.16,0.32,32.01,81.7
2023-12-15,NZOVE,Night,81984.4,62275.3,2752.8,10,53294.9,19709.1,2328073.0,40930514.0,38602441.0,system_historical,7.39,3.72,22.85,0.37,26.93,76.0
2023-12-16,NZOVE,Day,90833.6,69095.3,3142.4,10,59043.4,21738.3,2867259.0,45345306.0,42478047.0,system_historical,6.92,4.45,22.86,0.26,23.12,76.1
2023-12-16,NZOVE,Night,83513.9,67348.3,2532.4,10,58081.1,16165.6,2291359.0,44606284.0,42314924.0,system_historical,7.46,4.33,23.88,0.28,33.73,80.6
2023-12-17,NZOVE,Day,75603.9,62828.8,2916.6,10,53629.3,12775.1,2359312.0,41187271.0,38827959.0,system_historical,6.83,4.33,21.26,0.45,30.83,83.1
2023-12-17,NZOVE,Night,75887.1,61357.4,2953.3,10,52268.3,14529.7,2244682.0,40142086.0,37897404.0,system_historical,7.08,4.47,20.96,0.43,37.53,80.9
2023-12-18,NZOVE,Day,77191.6,60895.7,2170.1,10,52636.1,16295.9,2484191.0,40424508.0,37940317.0,system_historical,6.87,1.57,18.31,0.34,23.47,78.9
2023-12-18,NZOVE,Night,85284.1,63486.1,2232.5,10,54904.9,21798.1,2636679.0,42166964.0,39530286.0,system_historical,7.12,2.54,21.66,0.28,42.16,74.4
2023-12-19,NZOVE,Day,87402.8,66966.6,2281.8,10,57988.2,20436.2,2428755.0,44534926.0,42106171.0,system_historical,7.11,4.25,21.8,0.4,37.9,76.6
2023-12-19,NZOVE,Night,90186.1,71101.9,2427.7,10,61563.9,19084.2,2785798.0,47281111.0,44495313.0,system_historical,7.31,3.01,22.5,0.32,44.13,78.8
2023-12-20,NZOVE,Day,83661.3,67707.0,2550.0,10,58386.3,15954.3,2464687.0,44840642.0,42375955.0,system_historical,7.19,4.47,21.22,0.42,25.07,80.9
2023-12-20,NZOVE,Night,77780.4,63964.5,2240.8,10,55327.3,13816.0,2069863.0,42491336.0,40421473.0,system_historical,7.17,1.94,22.19,0.26,19.32,82.2
2023-12-21,NZOVE,Day,89439.7,69292.5,3306.3,10,59056.9,20147.2,2421198.0,45355720.0,42934522.0,system_historical,7.36,1.94,20.81,0.34,18.51,77.5
2023-12-21,NZOVE,Night,80775.4,65737.8,2185.8,10,56978.2,15037.6,2362898.0,43759250.0,41396352.0,system_historical,7.44,1.73,20.25,0.3,15.71,81.4
2023-12-22,NZOVE,Day,79574.7,62300.9,1992.4,10,54078.4,17273.8,2020232.0,41532177.0,39511945.0,system_historical,7.25,2.85,22.95,0.41,39.99,78.3
2023-12-22,NZOVE,Night,85716.6,66616.4,3246.5,10,56708.3,19100.2,2311835.0,43551964.0,41240129.0,system_historical,7.36,1.59,21.35,0.37,22.91,77.7
2023-12-23,NZOVE,Day,85331.3,64134.3,2595.4,10,55125.5,21197.0,2393010.0,42336396.0,39943386.0,system_historical,7.42,4.46,20.15,0.38,33.06,75.2
2023-12-23,NZOVE,Night,90526.1,67611.0,2708.0,10,58141.9,22915.1,2838421.0,44652966.0,41814545.0,system_historical,7.04,3.61,23.66,0.43,41.07,74.7
2023-12-24,NZOVE,Day,77335.5,57425.0,2229.7,10,49452.8,19910.4,2435180.0,37979752.0,35544572.0,system_historical,7.08,4.28,19.65,0.39,33.75,74.3
2023-12-24,NZOVE,Night,75365.2,58367.3,2104.2,10,50426.4,16997.9,2362336.0,38727473.0,36365137.0,system_historical,6.96,3.7,21.65,0.4,26.87,77.4
2023-12-25,NZOVE,Day,82319.9,65263.2,2282.4,10,56454.5,17056.8,2688006.0,43357042.0,40669036.0,system_historical,7.41,2.57,19.01,0.3,25.42,79.3
2023-12-25,NZOVE,Night,77648.5,64264.1,1966.4,10,55871.3,13384.4,2447302.0,42909187.0,40461885.0,system_historical,7.29,1.99,20.13,0.41,35.75,82.8
2023-12-26,NZOVE,Day,83845.4,66858.9,2660.6,10,57512.4,16986.4,2175888.0,44169528.0,41993640.0,system_historical,7.39,2.66,20.52,0.38,24.72,79.7
2023-12-26,NZOVE,Night,85969.0,68735.1,2457.8,10,59403.7,17233.9,2588646.0,45622055.0,43033409.0,system_historical,7.11,4.41,19.19,0.41,28.17,80.0
2023-12-27,NZOVE,Day,74755.6,61220.9,2711.9,10,52386.9,13534.7,2097131.0,40233171.0,38136040.0,system_historical,7.37,3.59,23.94,0.33,30.45,81.9
2023-12-27,NZOVE,Night,85795.8,68382.2,3415.8,10,58128.2,17413.6,2140131.0,44642420.0,42502288.0,system_historical,6.82,2.52,23.88,0.33,15.12,79.7
2023-12-28,NZOVE,Day,74703.5,61489.8,2204.3,10,53136.5,13213.7,2420467.0,40808824.0,38388357.0,system_historical,6.82,3.52,20.74,0.36,44.86,82.3
2023-12-28,NZOVE,Night,83504.8,68651.9,2794.4,10,58992.3,14852.8,2211104.0,45306114.0,43095010.0,system_historical,6.8,4.36,20.95,0.3,39.74,82.2
2023-12-29,NZOVE,Day,85358.4,65336.0,2354.5,10,56447.8,20022.4,2493629.0,43351928.0,40858298.0,system_historical,7.28,3.48,21.87,0.4,43.48,76.5
2023-12-29,NZOVE,Night,87632.3,68275.5,2743.3,10,58704.7,19356.8,2789732.0,45085185.0,42295453.0,system_historical,7.31,2.51,18.68,0.4,27.07,77.9
2023-12-30,NZOVE,Day,84998.2,69360.6,2841.1,10,59583.4,15637.6,2412388.0,45760050.0,43347662.0,system_historical,6.94,3.49,22.76,0.25,26.8,81.6
2023-12-30,NZOVE,Night,78131.0,60612.4,2272.3,10,52278.9,17518.6,2098201.0,40150178.0,38051977.0,system_historical,7.2,2.89,19.27,0.33,22.61,77.6
2023-12-31,NZOVE,Day,90187.2,74743.2,3594.1,10,63674.8,15444.0,2721493.0,48902219.0,46180726.0,system_historical,7.27,2.08,23.63,0.31,36.73,82.9
